2025-08-02 09:13:56 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:18:58 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:19:00 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:19:00 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:19:00 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:19:01 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (9ed9a78a5b59454e9808762b7c97be70)] -> xpath: //input[@id='email']]
2025-08-02 12:19:03 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (9ed9a78a5b59454e9808762b7c97be70)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:19:13 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (9ed9a78a5b59454e9808762b7c97be70)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:19:13 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (9ed9a78a5b59454e9808762b7c97be70)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:19:14 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:19:15 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:19:15 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:19:16 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:19:16 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (26b73c37010c342d337ff5eab4630461)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:19:16 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (26b73c37010c342d337ff5eab4630461)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:19:16 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (26b73c37010c342d337ff5eab4630461)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:19:16 INFO  GenericWrapper:142 - Entered text 'manoj@gmail.com' into element: [[ChromeDriver: chrome on windows (26b73c37010c342d337ff5eab4630461)] -> xpath: //input[@id='regEmail']]
2025-08-02 12:19:17 INFO  GenericWrapper:142 - Entered text 'M2$friuZrA' into element: [[ChromeDriver: chrome on windows (26b73c37010c342d337ff5eab4630461)] -> xpath: //input[@id='regPassword']]
2025-08-02 12:19:17 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:20:22 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:20:24 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:20:24 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:20:26 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:20:26 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (72b8845d6c43ca39728c1fa1969cba63)] -> xpath: //input[@id='email']]
2025-08-02 12:20:28 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (72b8845d6c43ca39728c1fa1969cba63)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:20:38 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (72b8845d6c43ca39728c1fa1969cba63)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:20:38 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (72b8845d6c43ca39728c1fa1969cba63)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:20:39 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:20:40 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:20:40 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:20:41 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:20:42 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (9158c7d285684ce74605855426deabff)] -> xpath: //input[@id='email']]
2025-08-02 12:20:43 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (9158c7d285684ce74605855426deabff)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:20:54 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (9158c7d285684ce74605855426deabff)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:20:54 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (9158c7d285684ce74605855426deabff)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:20:54 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:20:55 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:20:55 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:20:56 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:20:57 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:20:57 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:20:57 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:20:57 INFO  GenericWrapper:142 - Entered text 'manoj@gmail.com' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regEmail']]
2025-08-02 12:20:57 INFO  GenericWrapper:142 - Entered text 'M2$friuZrA' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regPassword']]
2025-08-02 12:20:57 INFO  GenericWrapper:142 - Entered text 'M2$friuZrA' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regConfirmPassword']]
2025-08-02 12:20:58 INFO  GenericWrapper:142 - Entered text '+91 8586838210' into element: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='regPhone']]
2025-08-02 12:20:58 INFO  GenericWrapper:394 - Element clicked after waiting: [[ChromeDriver: chrome on windows (59316400d44fbdb9d536c3934280ea4c)] -> xpath: //input[@id='agreeTerms']]
2025-08-02 12:21:19 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:38:12 INFO  LoadProperties:74 - Configuration loaded successfully from: src/main/resources/config.properties
2025-08-02 12:38:14 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:38:14 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:38:16 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:38:16 INFO  GenericWrapper:142 - Entered text 'admin@shophub.com' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@id='email']]
2025-08-02 12:38:17 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //a[@id='adminNavLink']]
2025-08-02 12:38:18 INFO  GenericWrapper:142 - Entered text 'Bluetooth Mouse' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@id='productName']]
2025-08-02 12:38:18 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //select[@id='productCategory']]
2025-08-02 12:38:18 INFO  GenericWrapper:218 - Selected dropdown option by value 'Electronics' for element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //select[@id='productCategory']]
2025-08-02 12:38:18 INFO  GenericWrapper:142 - Entered text '499' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@id='productPrice']]
2025-08-02 12:38:18 INFO  GenericWrapper:142 - Entered text '20' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@id='productStock']]
2025-08-02 12:38:18 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //textarea[@id='productDescription']]
2025-08-02 12:38:18 INFO  GenericWrapper:142 - Entered text 'Wireless optical mouse' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //textarea[@id='productDescription']]
2025-08-02 12:38:18 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //button[normalize-space()='Add Product']]
2025-08-02 12:38:20 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:38:20 INFO  GenericWrapper:142 - Entered text 'Bluetooth Mouse' into element: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:38:30 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:38:30 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (f19ecbeb7b8605ee62794d7cb644e6d4)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:38:31 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:38:32 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:38:32 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:38:34 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:38:34 INFO  GenericWrapper:142 - Entered text 'admin@shophub.com' into element: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //input[@id='email']]
2025-08-02 12:38:36 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //a[@id='adminNavLink']]
2025-08-02 12:38:36 INFO  GenericWrapper:171 - Scrolled to element: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //h3[normalize-space()='Existing Products']]
2025-08-02 12:38:36 INFO  GenericWrapper:171 - Scrolled to element: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //label[text()='Current Stock']]
2025-08-02 12:38:36 INFO  GenericWrapper:142 - Entered text '65' into element: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //input[@id='editProductStock']]
2025-08-02 12:38:36 INFO  GenericWrapper:159 - Screenshot saved: C:\Users\seeni\IdeaProjects\ShopHub\Screenshots\updatestock.jpeg
2025-08-02 12:38:36 INFO  GenericWrapper:171 - Scrolled to element: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //button[text()='Update Product']]
2025-08-02 12:38:36 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //button[text()='Update Product']]
2025-08-02 12:38:37 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (2dcbde91a4ea18a0619e6ed524b51a02)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:38:37 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:38:38 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:38:38 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:38:39 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:38:40 INFO  GenericWrapper:142 - Entered text 'admin@shophub.com' into element: [[ChromeDriver: chrome on windows (50b3ac44f7986d5b8f0f0a215a94d11c)] -> xpath: //input[@id='email']]
2025-08-02 12:38:41 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (50b3ac44f7986d5b8f0f0a215a94d11c)] -> xpath: //a[@id='adminNavLink']]
2025-08-02 12:38:41 INFO  GenericWrapper:171 - Scrolled to element: [[ChromeDriver: chrome on windows (50b3ac44f7986d5b8f0f0a215a94d11c)] -> xpath: //h3[normalize-space()='Existing Products']]
2025-08-02 12:38:41 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (50b3ac44f7986d5b8f0f0a215a94d11c)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:38:42 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:38:43 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:38:43 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:38:43 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:38:44 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (ebdc51fa3eb8afed378cbc8ea6b9dbd6)] -> xpath: //input[@id='email']]
2025-08-02 12:39:04 INFO  GenericWrapper:159 - Screenshot saved: C:\Users\seeni\IdeaProjects\ShopHub\Screenshots\login_failed_expected_success.jpeg
2025-08-02 12:39:05 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:39:06 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:39:06 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:39:07 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:39:07 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (cea6053f78a87a68cc6a5a089e528958)] -> xpath: //input[@id='email']]
2025-08-02 12:39:09 INFO  GenericWrapper:142 - Entered text 'vivo' into element: [[ChromeDriver: chrome on windows (cea6053f78a87a68cc6a5a089e528958)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:39:20 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:39:21 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:39:21 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:39:22 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:39:22 INFO  GenericWrapper:142 - Entered text 'user@example.com' into element: [[ChromeDriver: chrome on windows (fc8566f0b5722c3df900c575fe714504)] -> xpath: //input[@id='email']]
2025-08-02 12:39:24 INFO  GenericWrapper:142 - Entered text 'MacBook' into element: [[ChromeDriver: chrome on windows (fc8566f0b5722c3df900c575fe714504)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:39:34 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (fc8566f0b5722c3df900c575fe714504)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:39:34 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (fc8566f0b5722c3df900c575fe714504)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:39:35 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:39:36 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:39:36 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:39:37 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:39:37 INFO  GenericWrapper:142 - Entered text 'guest@demo.com' into element: [[ChromeDriver: chrome on windows (efc4689db097bf997325d6209b6ea514)] -> xpath: //input[@id='email']]
2025-08-02 12:39:39 INFO  GenericWrapper:142 - Entered text 'iPhone' into element: [[ChromeDriver: chrome on windows (efc4689db097bf997325d6209b6ea514)] -> xpath: //input[@placeholder='Search products...']]
2025-08-02 12:39:49 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (efc4689db097bf997325d6209b6ea514)] -> xpath: //button[normalize-space()='Checkout']]
2025-08-02 12:39:49 INFO  GenericWrapper:181 - Clicked element using JS: [[ChromeDriver: chrome on windows (efc4689db097bf997325d6209b6ea514)] -> xpath: //button[normalize-space()='Logout']]
2025-08-02 12:39:50 INFO  GenericWrapper:116 - Browser closed successfully.
2025-08-02 12:39:51 INFO  GenericWrapper:62 - Chrome browser launched successfully.
2025-08-02 12:39:51 INFO  GenericWrapper:97 - Browser window maximized.
2025-08-02 12:39:52 INFO  GenericWrapper:106 - Opened URL: https://bugbash.syook.com/
2025-08-02 12:39:52 INFO  GenericWrapper:408 - Element clicked after waiting: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //button[normalize-space()='Create New Account']]
2025-08-02 12:39:52 INFO  GenericWrapper:142 - Entered text 'Manoj' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regFirstName']]
2025-08-02 12:39:52 INFO  GenericWrapper:142 - Entered text 'kumar' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regLastName']]
2025-08-02 12:39:53 INFO  GenericWrapper:142 - Entered text 'manoj@gmail.com' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regEmail']]
2025-08-02 12:39:53 INFO  GenericWrapper:142 - Entered text 'M2$friuZrA' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regPassword']]
2025-08-02 12:39:53 INFO  GenericWrapper:142 - Entered text 'M2$friuZrA' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regConfirmPassword']]
2025-08-02 12:39:53 INFO  GenericWrapper:142 - Entered text '+91 8586838210' into element: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='regPhone']]
2025-08-02 12:39:53 INFO  GenericWrapper:394 - Element clicked after waiting: [[ChromeDriver: chrome on windows (942eab77d6baa0acf8d3d794d3e8377c)] -> xpath: //input[@id='agreeTerms']]
2025-08-02 12:40:14 INFO  GenericWrapper:116 - Browser closed successfully.
